"vector_key","start_lat","start_lon","end_lat","end_lon","length_km","start_polygon_id","end_polygon_id","start_polygon_name","end_polygon_name","country","n_baseline","ndiff_mean","ndiff_med","ndiff_min","ndiff_max","ndiff_std","abs_ndiff_med","pct_chg_mean","pct_chg_med","pct_chg_min","pct_chg_max","pct_chg_std","abs_pct_chg_med","vector_name"
"PAK.5.5_1_PAK.5.8_1",33.3240386522153,71.2456287788584,34.0135551823037,71.7920103750481,91.8424162428185,"PAK.5.5_1","PAK.5.8_1","Kohat","Peshawar","PK",77.1666666666667,7.66666666666667,7.66666666666667,-13,28.3333333333333,29.227080289044,7.66666666666667,12.5807535397168,12.5807535397168,-11.5555555555556,36.7170626349892,34.1338956681633,12.5807535397168,"Kohat - Peshawar"
"PAK.5.5_1_PAK.7.7_1",33.3240386522153,71.2456287788584,33.1952049160209,72.7230655487469,138.116819699829,"PAK.5.5_1","PAK.7.7_1","Kohat","Rawalpindi","PK",22.5,2.29166666666667,2.29166666666667,-6.91666666666667,11.5,13.0225498868523,2.29166666666667,14.1856925418569,14.1856925418569,-22.7397260273973,51.1111111111111,52.2204277369426,14.1856925418569,"Kohat - Rawalpindi"
"PAK.5.6_1_PAK.3.1_1",35.6924113719009,72.2469303359298,33.1700133050442,70.3861612705621,328.299394961749,"PAK.5.6_1","PAK.3.1_1","Malakand","F.A.T.A.","PK",36.1666666666667,-4.29166666666667,-4.29166666666667,-9.91666666666667,1.33333333333333,7.95495128834866,4.29166666666667,-10.2748083005622,-10.2748083005622,-24.2362525458248,3.68663594470046,19.7444638019662,10.2748083005622,"Malakand - F.A.T.A."
"PAK.5.6_1_PAK.4.1_1",35.6924113719009,72.2469303359298,33.6692247086546,73.0666656755683,237.123992792063,"PAK.5.6_1","PAK.4.1_1","Malakand","Islamabad","PK",73.5833333333333,-26.6666666666667,-26.6666666666667,-67.25,13.9166666666667,57.3935004063081,26.6666666666667,-24.084748491173,-24.084748491173,-67.0822942643392,18.9127972819932,60.8077123811696,24.084748491173,"Malakand - Islamabad"
"PAK.5.6_1_PAK.5.4_1",35.6924113719009,72.2469303359298,34.8412142650208,73.2243661662354,129.74064660999,"PAK.5.6_1","PAK.5.4_1","Malakand","Hazara","PK",47.75,-12.0833333333333,-12.0833333333333,-16.9166666666667,-7.25,6.83536555146996,12.0833333333333,-22.4525307965321,-22.4525307965321,-29.7218155197657,-15.1832460732984,10.2803210443486,22.4525307965321,"Malakand - Hazara"
"PAK.5.6_1_PAK.5.6_1",35.6924113719009,72.2469303359298,35.6924113719009,72.2469303359298,0,"PAK.5.6_1","PAK.5.6_1","Malakand","Malakand","PK",37569.1666666667,-2821.70833333333,-2821.70833333333,-6708.25,1064.83333333333,5496.39993572813,2821.70833333333,-7.5386926377091,-7.5386926377091,-17.9117130708178,2.83432779539959,14.6696661792755,7.5386926377091,"Malakand - Malakand"
"PAK.5.6_1_PAK.5.7_1",35.6924113719009,72.2469303359298,34.3054247124276,72.3623293245186,154.583865674455,"PAK.5.6_1","PAK.5.7_1","Malakand","Mardan","PK",169.666666666667,-29.3333333333333,-29.3333333333333,-67.5,8.83333333333334,53.9758176305731,29.3333333333333,-14.1047773736116,-14.1047773736116,-33.4158415841584,5.20628683693517,27.309968910413,14.1047773736116,"Malakand - Mardan"
"PAK.5.6_1_PAK.5.8_1",35.6924113719009,72.2469303359298,34.0135551823037,71.7920103750481,191.239375978925,"PAK.5.6_1","PAK.5.8_1","Malakand","Peshawar","PK",156,-62.1666666666667,-62.1666666666667,-105.333333333333,-19,61.0468854424386,62.1666666666667,-27.7781444133537,-27.7781444133537,-43.3768016472203,-12.1794871794872,22.0598326149433,27.7781444133537,"Malakand - Peshawar"
"PAK.5.6_1_PAK.7.5_1",35.6924113719009,72.2469303359298,31.2122490257376,73.94344561103,522.416209723126,"PAK.5.6_1","PAK.7.5_1","Malakand","Lahore","PK",18.9166666666667,-1.41666666666667,-1.41666666666667,-1.41666666666667,-1.41666666666667,,1.41666666666667,-7.48898678414097,-7.48898678414097,-7.48898678414097,-7.48898678414097,,7.48898678414097,"Malakand - Lahore"
"PAK.5.6_1_PAK.7.7_1",35.6924113719009,72.2469303359298,33.1952049160209,72.7230655487469,281.087550561586,"PAK.5.6_1","PAK.7.7_1","Malakand","Rawalpindi","PK",58.5,-17.4166666666667,-17.4166666666667,-42.8333333333333,8,35.9445947103162,17.4166666666667,-19.8221441997376,-19.8221441997376,-53.3195020746888,13.6752136752137,47.3724178104212,19.8221441997376,"Malakand - Rawalpindi"
"PAK.5.7_1_PAK.4.1_1",34.3054247124276,72.3623293245186,33.6692247086546,73.0666656755683,96.0281981899442,"PAK.5.7_1","PAK.4.1_1","Mardan","Islamabad","PK",86,20.375,20.375,-50.25,91,99.8788328425998,20.375,32.3548295049223,32.3548295049223,-41.1042944785276,105.813953488372,103.886889417441,32.3548295049223,"Mardan - Islamabad"
"PAK.5.7_1_PAK.5.4_1",34.3054247124276,72.3623293245186,34.8412142650208,73.2243661662354,98.887210360754,"PAK.5.7_1","PAK.5.4_1","Mardan","Hazara","PK",42.8333333333333,0.336264280565699,0.336264280565699,-14.4941381055353,15.1666666666667,20.9733561898743,0.336264280565699,3.89879764977064,3.89879764977064,-27.6109650117428,35.408560311284,44.5615337030696,3.89879764977064,"Mardan - Hazara"
"PAK.5.7_1_PAK.5.6_1",34.3054247124276,72.3623293245186,35.6924113719009,72.2469303359298,154.583865674455,"PAK.5.7_1","PAK.5.6_1","Mardan","Malakand","PK",142.25,-7.95833333333334,-7.95833333333334,-36.6666666666667,20.75,40.5997143531276,7.95833333333334,-2.50169408767315,-2.50169408767315,-19.5903829029386,14.5869947275923,24.1670554857218,2.50169408767315,"Mardan - Malakand"
"PAK.5.7_1_PAK.5.7_1",34.3054247124276,72.3623293245186,34.3054247124276,72.3623293245186,0,"PAK.5.7_1","PAK.5.7_1","Mardan","Mardan","PK",24384.25,-650.583333333334,-650.583333333334,-1687.41666666667,386.25,1466.30376192051,650.583333333334,-2.73440306260588,-2.73440306260588,-7.05282039671898,1.58401427150722,6.10716436188981,2.73440306260588,"Mardan - Mardan"
"PAK.5.7_1_PAK.5.8_1",34.3054247124276,72.3623293245186,34.0135551823037,71.7920103750481,61.7008068911063,"PAK.5.7_1","PAK.5.8_1","Mardan","Peshawar","PK",315.083333333333,-18.2916666666667,-18.2916666666667,-71.5,34.9166666666667,75.2479466312684,18.2916666666667,-2.39476487525542,-2.39476487525542,-15.8712541620422,11.0817244115313,19.0586339225496,2.39476487525542,"Mardan - Peshawar"
"PAK.5.7_1_PAK.7.7_1",34.3054247124276,72.3623293245186,33.1952049160209,72.7230655487469,127.876560613195,"PAK.5.7_1","PAK.7.7_1","Mardan","Rawalpindi","PK",81.6666666666667,2.75,2.75,-37.3333333333333,42.8333333333333,56.6863936251216,2.75,9.07288183267181,9.07288183267181,-34.3032159264931,52.4489795918367,61.3430657338323,9.07288183267181,"Mardan - Rawalpindi"
"PAK.5.8_1_PAK.3.1_1",34.0135551823037,71.7920103750481,33.1700133050442,70.3861612705621,160.479478362178,"PAK.5.8_1","PAK.3.1_1","Peshawar","F.A.T.A.","PK",289.75,24,24,4.25000000000002,43.75,27.9307178568686,24,8.24235827052098,8.24235827052098,1.38549307253464,15.0992234685073,9.69707175835636,8.24235827052098,"Peshawar - F.A.T.A."
"PAK.5.8_1_PAK.4.1_1",34.0135551823037,71.7920103750481,33.6692247086546,73.0666656755683,123.79167028925,"PAK.5.8_1","PAK.4.1_1","Peshawar","Islamabad","PK",202.083333333333,91.125,91.125,-55.1666666666667,237.416666666667,206.887659062164,91.125,48.2209711563039,48.2209711563039,-21.0425937698665,117.484536082474,97.9534728968995,48.2209711563039,"Peshawar - Islamabad"
"PAK.5.8_1_PAK.5.1_1",34.0135551823037,71.7920103750481,32.6824702146471,70.7936087143096,174.660770958019,"PAK.5.8_1","PAK.5.1_1","Peshawar","Bannu","PK",26.5,-1.16666666666667,-1.16666666666667,-3.83333333333333,1.5,3.77123616632825,1.16666666666667,-2.75233559259938,-2.75233559259938,-11.1650485436893,5.66037735849056,11.8973727517832,2.75233559259938,"Peshawar - Bannu"
"PAK.5.8_1_PAK.5.3_1",34.0135551823037,71.7920103750481,32.9323422942606,70.7986144879738,151.470794324896,"PAK.5.8_1","PAK.5.3_1","Peshawar","F.A.T.A.","PK",42.8333333333333,-2.08333333333333,-2.08333333333333,-3.33333333333333,-0.833333333333332,1.76776695296637,2.08333333333333,-4.95037261755589,-4.95037261755589,-7.78210116731518,-2.11864406779661,4.00466892002868,4.95037261755589,"Peshawar - F.A.T.A."
"PAK.5.8_1_PAK.5.4_1",34.0135551823037,71.7920103750481,34.8412142650208,73.2243661662354,160.3989729371,"PAK.5.8_1","PAK.5.4_1","Peshawar","Hazara","PK",78.9166666666667,-3.91666666666666,-3.91666666666666,-21.9166666666667,14.0833333333333,25.4558441227157,3.91666666666666,-3.83169271076051,-3.83169271076051,-25.5092143549951,17.8458289334741,30.6566451079129,3.83169271076051,"Peshawar - Hazara"
"PAK.5.8_1_PAK.5.5_1",34.0135551823037,71.7920103750481,33.3240386522153,71.2456287788584,91.8424162428184,"PAK.5.8_1","PAK.5.5_1","Peshawar","Kohat","PK",96.6666666666667,4.04166666666666,4.04166666666666,0.749999999999993,7.33333333333333,4.65511964281144,4.04166666666666,4.13170389974313,4.13170389974313,0.677200902934531,7.58620689655172,4.88540498934521,4.13170389974313,"Peshawar - Kohat"
"PAK.5.8_1_PAK.5.6_1",34.0135551823037,71.7920103750481,35.6924113719009,72.2469303359298,191.239375978925,"PAK.5.8_1","PAK.5.6_1","Peshawar","Malakand","PK",180.833333333333,-10.7083333333333,-10.7083333333333,-33.5833333333333,12.1666666666667,32.3501352392845,10.7083333333333,-5.19948061206304,-5.19948061206304,-17.1270718232044,6.72811059907833,16.8681612572383,5.19948061206304,"Peshawar - Malakand"
"PAK.5.8_1_PAK.5.7_1",34.0135551823037,71.7920103750481,34.3054247124276,72.3623293245186,61.7008068911065,"PAK.5.8_1","PAK.5.7_1","Peshawar","Mardan","PK",343.833333333333,21.4583333333333,21.4583333333333,16.75,26.1666666666666,6.65858885617329,21.4583333333333,5.82686415919068,5.82686415919068,4.04345202172602,7.61027629665535,2.52212563210332,5.82686415919068,"Peshawar - Mardan"
"PAK.5.8_1_PAK.5.8_1",34.0135551823037,71.7920103750481,34.0135551823037,71.7920103750481,0,"PAK.5.8_1","PAK.5.8_1","Peshawar","Peshawar","PK",74125.0833333333,3335.20833333333,3335.20833333333,3163.91666666667,3506.5,242.242998121491,3335.20833333333,4.46271289894925,4.46271289894925,4.26834820871478,4.65707758918373,0.274873180976045,4.46271289894925,"Peshawar - Peshawar"
"PAK.5.8_1_PAK.7.4_1",34.0135551823037,71.7920103750481,32.3331628958553,74.0747512142852,282.919752466895,"PAK.5.8_1","PAK.7.4_1","Peshawar","Gujranwala","PK",12.4166666666667,-1.91666666666667,-1.91666666666667,-1.91666666666667,-1.91666666666667,,1.91666666666667,-15.4362416107383,-15.4362416107383,-15.4362416107383,-15.4362416107383,,15.4362416107383,"Peshawar - Gujranwala"
"PAK.5.8_1_PAK.7.5_1",34.0135551823037,71.7920103750481,31.2122490257376,73.94344561103,370.963423968895,"PAK.5.8_1","PAK.7.5_1","Peshawar","Lahore","PK",30.75,5.625,5.625,-5.5,16.75,15.7331258814007,5.625,21.7902278032681,21.7902278032681,-10.8910891089109,54.4715447154472,46.2183616134168,21.7902278032681,"Peshawar - Lahore"
"PAK.5.8_1_PAK.7.7_1",34.0135551823037,71.7920103750481,33.1952049160209,72.7230655487469,125.35992496294,"PAK.5.8_1","PAK.7.7_1","Peshawar","Rawalpindi","PK",202.45568344731,51.1471582763449,51.1471582763449,-30.25,132.54431655269,115.112965173036,51.1471582763449,25.9287561937418,25.9287561937418,-13.6107986501687,65.4683110376523,55.9173747104531,25.9287561937418,"Peshawar - Rawalpindi"
"PAK.7.1_1_PAK.7.1_1",28.8489179399769,71.6377266783005,28.8489179399769,71.6377266783005,0,"PAK.7.1_1","PAK.7.1_1","Bahawalpur","Bahawalpur","PK",64263.9938796676,-1717.41655086294,-1717.41655086294,-4330.99387966759,896.160777941706,3696.15650470638,1717.41655086294,-2.6756080692878,-2.6756080692878,-6.73937864455988,1.38816250598429,5.7470394619225,2.6756080692878,"Bahawalpur - Bahawalpur"
"PAK.7.1_1_PAK.7.2_1",28.8489179399769,71.6377266783005,30.0224782853829,70.5493019194425,167.743391928154,"PAK.7.1_1","PAK.7.2_1","Bahawalpur","Dera Ghazi Khan","PK",69.5,-4.375,-4.375,-14.5,5.75,14.3189123190276,4.375,-5.5793340011535,-5.5793340011535,-20.863309352518,9.70464135021098,21.6148052288757,5.5793340011535,"Bahawalpur - Dera Ghazi Khan"
"PAK.7.1_1_PAK.7.3_1",28.8489179399769,71.6377266783005,31.2099050851743,72.6237184341789,279.158436245238,"PAK.7.1_1","PAK.7.3_1","Bahawalpur","Faisalabad","PK",48.0833333333333,-8.66666666666667,-8.66666666666667,-10.25,-7.08333333333334,2.2391714737574,8.66666666666667,-17.1742970155813,-17.1742970155813,-19.6172248803828,-14.7313691507799,3.45482171830134,17.1742970155813,"Bahawalpur - Faisalabad"
"PAK.7.1_1_PAK.7.5_1",28.8489179399769,71.6377266783005,31.2122490257376,73.94344561103,343.966263717193,"PAK.7.1_1","PAK.7.5_1","Bahawalpur","Lahore","PK",107.25,-29.4616238910438,-29.4616238910438,-80.1732477820876,21.25,71.7170662766776,29.4616238910438,-10.1693516085855,-10.1693516085855,-40.1522230306907,19.8135198135198,42.40218340403,10.1693516085855,"Bahawalpur - Lahore"
"PAK.7.1_1_PAK.7.6_1",28.8489179399769,71.6377266783005,30.1252386539187,72.2354149605831,153.257775366732,"PAK.7.1_1","PAK.7.6_1","Bahawalpur","Multan","PK",437.833333333333,4.04166666666667,4.04166666666667,-8.33333333333334,16.4166666666667,17.5008928343671,4.04166666666667,0.718118656823953,0.718118656823953,-1.90331176246669,3.3395490761146,3.70726245177822,0.718118656823953,"Bahawalpur - Multan"
"PAK.7.1_1_PAK.8.6_1",28.8489179399769,71.6377266783005,27.0398298023505,69.0210887094943,326.372698951751,"PAK.7.1_1","PAK.8.6_1","Bahawalpur","Sukkur","PK",126.916666666667,-8.83333333333333,-8.83333333333333,-11.25,-6.41666666666666,3.41768277573498,8.83333333333333,-7.14802865305561,-7.14802865305561,-9.24024640657084,-5.05581089954038,2.95884272245901,7.14802865305561,"Bahawalpur - Sukkur"
"PAK.7.2_1_PAK.2.6_1",30.0224782853829,70.5493019194425,30.8799472504458,68.9666305805951,179.180410201686,"PAK.7.2_1","PAK.2.6_1","Dera Ghazi Khan","Zhob","PK",15.5833333333333,2.25,2.25,-2.91666666666667,7.41666666666667,7.30677007226099,2.25,15.4235857022235,15.4235857022235,-16.7464114832536,47.5935828877005,45.495246321206,15.4235857022235,"Dera Ghazi Khan - Zhob"
"PAK.7.2_1_PAK.5.2_1",30.0224782853829,70.5493019194425,31.9373404910881,70.6290863322194,213.059079809207,"PAK.7.2_1","PAK.5.2_1","Dera Ghazi Khan","Dera Ismail Khan","PK",16.25,2.91666666666667,2.91666666666667,-1.75,7.58333333333333,6.59966329107444,2.91666666666667,20.9159626500667,20.9159626500667,-10.7692307692308,52.6011560693642,44.8096302599852,20.9159626500667,"Dera Ghazi Khan - Dera Ismail Khan"
"PAK.7.2_1_PAK.7.1_1",30.0224782853829,70.5493019194425,28.8489179399769,71.6377266783005,167.743391928155,"PAK.7.2_1","PAK.7.1_1","Dera Ghazi Khan","Bahawalpur","PK",61.5,-6.79166666666667,-6.79166666666667,-10.5833333333333,-3,5.36222642399798,6.79166666666667,-10.0988555120774,-10.0988555120774,-15.3196622436671,-4.87804878048781,7.3833356863428,10.0988555120774,"Dera Ghazi Khan - Bahawalpur"
"PAK.7.2_1_PAK.7.2_1",30.0224782853829,70.5493019194425,30.0224782853829,70.5493019194425,0,"PAK.7.2_1","PAK.7.2_1","Dera Ghazi Khan","Dera Ghazi Khan","PK",34982.1666666667,-1603.75,-1603.75,-1614.33333333333,-1593.16666666667,14.9670935351148,1603.75,-4.58305054513613,-4.58305054513613,-4.61187584216966,-4.5542252481026,0.0407651260042525,4.58305054513613,"Dera Ghazi Khan - Dera Ghazi Khan"
"PAK.7.2_1_PAK.7.3_1",30.0224782853829,70.5493019194425,31.2099050851743,72.6237184341789,238.402307969326,"PAK.7.2_1","PAK.7.3_1","Dera Ghazi Khan","Faisalabad","PK",51.6666666666667,-10.6666666666667,-10.6666666666667,-10.6666666666667,-10.6666666666667,,10.6666666666667,-20.6451612903226,-20.6451612903226,-20.6451612903226,-20.6451612903226,,20.6451612903226,"Dera Ghazi Khan - Faisalabad"
"PAK.7.2_1_PAK.7.5_1",30.0224782853829,70.5493019194425,31.2122490257376,73.94344561103,350.683967698701,"PAK.7.2_1","PAK.7.5_1","Dera Ghazi Khan","Lahore","PK",46.1666666666667,5.56359524411409,5.56359524411409,-27.2061428451052,38.3333333333333,46.343408041188,5.56359524411409,25.8275399629434,25.8275399629434,-31.3774110488425,83.0324909747293,80.9000175557561,25.8275399629434,"Dera Ghazi Khan - Lahore"
"PAK.7.2_1_PAK.7.6_1",30.0224782853829,70.5493019194425,30.1252386539187,72.2354149605831,162.648320096423,"PAK.7.2_1","PAK.7.6_1","Dera Ghazi Khan","Multan","PK",327.583333333333,-8.99999999999999,-8.99999999999999,-29.9166666666667,11.9166666666667,29.5806336796372,8.99999999999999,-1.75184251796847,-1.75184251796847,-7.14143624428088,3.63775120834393,7.62203654343195,1.75184251796847,"Dera Ghazi Khan - Multan"
"PAK.7.2_1_PAK.7.8_1",30.0224782853829,70.5493019194425,32.1003867797781,71.8891581019163,263.949489092541,"PAK.7.2_1","PAK.7.8_1","Dera Ghazi Khan","Sargodha","PK",50.9166666666667,-8.83333333333333,-8.83333333333333,-11.25,-6.41666666666667,3.41768277573498,8.83333333333333,-15.8756137479542,-15.8756137479542,-19.1489361702128,-12.6022913256956,4.62917696357805,15.8756137479542,"Dera Ghazi Khan - Sargodha"
"PAK.7.2_1_PAK.8.3_1",30.0224782853829,70.5493019194425,27.8953345625544,68.348474529644,319.034054153683,"PAK.7.2_1","PAK.8.3_1","Dera Ghazi Khan","Larkana","PK",45.4166666666667,-9.04166666666667,-9.04166666666667,-20.4166666666667,2.33333333333333,16.086679271994,9.04166666666667,-20.1041828642513,-20.1041828642513,-44.954128440367,4.7457627118644,35.1431300579761,20.1041828642513,"Dera Ghazi Khan - Larkana"
"PAK.7.2_1_PAK.8.6_1",30.0224782853829,70.5493019194425,27.0398298023505,69.0210887094943,363.695303770905,"PAK.7.2_1","PAK.8.6_1","Dera Ghazi Khan","Sukkur","PK",16.0833333333333,-1.125,-1.125,-2.08333333333333,-0.166666666666667,1.35528799727422,1.125,-6.99214785534961,-6.99214785534961,-12.9533678756477,-1.03092783505155,8.43043820099553,6.99214785534961,"Dera Ghazi Khan - Sukkur"
"PAK.7.3_1_PAK.4.1_1",31.2099050851743,72.6237184341789,33.6692247086546,73.0666656755683,276.604452835558,"PAK.7.3_1","PAK.4.1_1","Faisalabad","Islamabad","PK",80.1666666666667,-18.1889604046795,-18.1889604046795,-46.7112541426923,10.3333333333333,40.3366146342869,18.1889604046795,-13.9154559675675,-13.9154559675675,-40.7207248249478,12.8898128898129,37.9083747611645,13.9154559675675,"Faisalabad - Islamabad"
"PAK.7.3_1_PAK.7.1_1",31.2099050851743,72.6237184341789,28.8489179399769,71.6377266783005,279.158436245238,"PAK.7.3_1","PAK.7.1_1","Faisalabad","Bahawalpur","PK",54.0833333333333,-7.83333333333333,-7.83333333333333,-10.5833333333333,-5.08333333333333,3.88908729652601,7.83333333333333,-14.3061943313232,-14.3061943313232,-19.2133131618759,-9.39907550077042,6.93971400234412,14.3061943313232,"Faisalabad - Bahawalpur"
"PAK.7.3_1_PAK.7.2_1",31.2099050851743,72.6237184341789,30.0224782853829,70.5493019194425,238.402307969326,"PAK.7.3_1","PAK.7.2_1","Faisalabad","Dera Ghazi Khan","PK",53.8333333333333,-9.41666666666667,-9.41666666666667,-13.8333333333333,-5,6.24610990048117,9.41666666666667,-18.5954236504039,-18.5954236504039,-25.6965944272446,-11.4942528735632,10.0425720213356,18.5954236504039,"Faisalabad - Dera Ghazi Khan"
"PAK.7.3_1_PAK.7.3_1",31.2099050851743,72.6237184341789,31.2099050851743,72.6237184341789,0,"PAK.7.3_1","PAK.7.3_1","Faisalabad","Faisalabad","PK",145425.104822804,-1603.31391069543,-1603.31391069543,-3311.02299858663,104.39517719578,2415.06535268353,1603.31391069543,-1.10377558730636,-1.10377558730636,-2.27933738877635,0.0717862141636288,1.66249544304661,1.10377558730636,"Faisalabad - Faisalabad"
"PAK.7.3_1_PAK.7.4_1",31.2099050851743,72.6237184341789,32.3331628958553,74.0747512142852,185.511101924545,"PAK.7.3_1","PAK.7.4_1","Faisalabad","Gujranwala","PK",148.583333333333,4.54166666666667,4.54166666666667,-11.8333333333333,20.9166666666667,23.1577470838594,4.54166666666667,3.37134345030894,3.37134345030894,-7.33471074380165,14.0773976444195,15.1406470408126,3.37134345030894,"Faisalabad - Gujranwala"
"PAK.7.3_1_PAK.7.5_1",31.2099050851743,72.6237184341789,31.2122490257376,73.94344561103,125.507133936521,"PAK.7.3_1","PAK.7.5_1","Faisalabad","Lahore","PK",845,117.484347072315,117.484347072315,-203.03130585537,438,453.2775833232,117.484347072315,17.0281168441573,17.0281168441573,-17.7780858383126,51.8343195266272,49.2234038882558,17.0281168441573,"Faisalabad - Lahore"
"PAK.7.3_1_PAK.7.6_1",31.2099050851743,72.6237184341789,30.1252386539187,72.2354149605831,126.197744086746,"PAK.7.3_1","PAK.7.6_1","Faisalabad","Multan","PK",314.25,-26.7083333333333,-26.7083333333333,-54.6666666666667,1.24999999999998,39.5390541813478,26.7083333333333,-8.54311802731993,-8.54311802731993,-17.4840085287847,0.397772474144784,12.6443286068642,8.54311802731993,"Faisalabad - Multan"
"PAK.7.3_1_PAK.7.7_1",31.2099050851743,72.6237184341789,33.1952049160209,72.7230655487469,220.95338764886,"PAK.7.3_1","PAK.7.7_1","Faisalabad","Rawalpindi","PK",91.6666666666667,-0.958333333333332,-0.958333333333332,-25.75,23.8333333333333,35.060711233833,0.958333333333332,-0.104325699745544,-0.104325699745544,-26.2086513994911,26,36.9170914411847,0.104325699745544,"Faisalabad - Rawalpindi"
"PAK.7.3_1_PAK.7.8_1",31.2099050851743,72.6237184341789,32.1003867797781,71.8891581019163,120.988598975264,"PAK.7.3_1","PAK.7.8_1","Faisalabad","Sargodha","PK",163.666666666667,-17.625,-17.625,-31.5833333333333,-3.66666666666667,19.7400643081245,17.625,-10.6571533706362,-10.6571533706362,-19.073980875692,-2.24032586558045,11.9031916098048,10.6571533706362,"Faisalabad - Sargodha"
"PAK.7.3_1_PAK.8.6_1",31.2099050851743,72.6237184341789,27.0398298023505,69.0210887094943,580.824435114691,"PAK.7.3_1","PAK.8.6_1","Faisalabad","Sukkur","PK",26.5833333333333,2.91666666666667,2.91666666666667,2.91666666666667,2.91666666666667,,2.91666666666667,10.9717868338558,10.9717868338558,10.9717868338558,10.9717868338558,,10.9717868338558,"Faisalabad - Sukkur"
"PAK.7.4_1_PAK.4.1_1",32.3331628958553,74.0747512142852,33.6692247086546,73.0666656755683,175.806154316405,"PAK.7.4_1","PAK.4.1_1","Gujranwala","Islamabad","PK",177,-32.2357387425172,-32.2357387425172,-126.971477485034,62.5,133.976566571102,32.2357387425172,-5.10170432092663,-5.10170432092663,-45.5141431051301,35.3107344632768,57.151819017193,5.10170432092663,"Gujranwala - Islamabad"
"PAK.7.4_1_PAK.5.4_1",32.3331628958553,74.0747512142852,34.8412142650208,73.2243661662354,289.790219889143,"PAK.7.4_1","PAK.5.4_1","Gujranwala","Hazara","PK",20.9166666666667,2.08333333333333,2.08333333333333,2.08333333333333,2.08333333333333,,2.08333333333333,9.9601593625498,9.9601593625498,9.9601593625498,9.9601593625498,,9.9601593625498,"Gujranwala - Hazara"
"PAK.7.4_1_PAK.5.8_1",32.3331628958553,74.0747512142852,34.0135551823037,71.7920103750481,282.919752466895,"PAK.7.4_1","PAK.5.8_1","Gujranwala","Peshawar","PK",11.8333333333333,-0.333333333333333,-0.333333333333333,-0.333333333333333,-0.333333333333333,,0.333333333333333,-2.8169014084507,-2.8169014084507,-2.8169014084507,-2.8169014084507,,2.8169014084507,"Gujranwala - Peshawar"
"PAK.7.4_1_PAK.7.3_1",32.3331628958553,74.0747512142852,31.2099050851743,72.6237184341789,185.511101924545,"PAK.7.4_1","PAK.7.3_1","Gujranwala","Faisalabad","PK",156.833333333333,9,9,-10.6666666666667,28.6666666666667,27.8128667266709,9,5.69093774048151,5.69093774048151,-6.89655172413793,18.278427205101,17.8013983170933,5.69093774048151,"Gujranwala - Faisalabad"
"PAK.7.4_1_PAK.7.4_1",32.3331628958553,74.0747512142852,32.3331628958553,74.0747512142852,0,"PAK.7.4_1","PAK.7.4_1","Gujranwala","Gujranwala","PK",200467.166666667,-4839.25,-4839.25,-8910.33333333334,-768.166666666657,5757.38126355108,4839.25,-2.38718406345519,-2.38718406345519,-4.39117985750966,-0.38318826940072,2.83407803089047,2.38718406345519,"Gujranwala - Gujranwala"
"PAK.7.4_1_PAK.7.5_1",32.3331628958553,74.0747512142852,31.2122490257376,73.94344561103,125.256629602488,"PAK.7.4_1","PAK.7.5_1","Gujranwala","Lahore","PK",1275.25,9.68932563427612,9.68932563427612,-373.871348731448,393.25,542.436707680977,9.68932563427612,4.19368106046813,4.19368106046813,-22.4497286455801,30.8370907665164,37.6794713541564,4.19368106046813,"Gujranwala - Lahore"
"PAK.7.4_1_PAK.7.6_1",32.3331628958553,74.0747512142852,30.1252386539187,72.2354149605831,301.418332344376,"PAK.7.4_1","PAK.7.6_1","Gujranwala","Multan","PK",49.8984131311004,-4.28253989888351,-4.28253989888351,-4.39841313110036,-4.16666666666667,0.16386949651707,4.28253989888351,-9.72651668105642,-9.72651668105642,-10.6382978723404,-8.81473548977241,1.28945332663054,9.72651668105642,"Gujranwala - Multan"
"PAK.7.4_1_PAK.7.7_1",32.3331628958553,74.0747512142852,33.1952049160209,72.7230655487469,158.623356229381,"PAK.7.4_1","PAK.7.7_1","Gujranwala","Rawalpindi","PK",661.59517691556,12.8263152972396,12.8263152972396,-22.2521924899606,47.9048230844398,49.6085014604688,12.8263152972396,2.04503141742668,2.04503141742668,-3.1507431377322,7.24080597258555,7.34793484293872,2.04503141742668,"Gujranwala - Rawalpindi"
"PAK.7.4_1_PAK.7.8_1",32.3331628958553,74.0747512142852,32.1003867797781,71.8891581019163,207.229041940349,"PAK.7.4_1","PAK.7.8_1","Gujranwala","Sargodha","PK",131.583333333333,-13.0833333333333,-13.0833333333333,-32.0833333333333,5.91666666666666,26.8700576850888,13.0833333333333,-9.71569437430603,-9.71569437430603,-23.927905531386,4.4965167827739,20.0991017696527,9.71569437430603,"Gujranwala - Sargodha"
"PAK.7.5_1_PAK.4.1_1",31.2122490257376,73.94344561103,33.6692247086546,73.0666656755683,285.320542442313,"PAK.7.5_1","PAK.4.1_1","Lahore","Islamabad","PK",257.666666666667,-55.1666666666667,-55.1666666666667,-110.166666666667,-0.166666666666671,77.7817459305202,55.1666666666667,-17.8779138807317,-17.8779138807317,-35.6911447084233,-0.0646830530401053,25.191712626204,17.8779138807317,"Lahore - Islamabad"
