start_lat,start_lon,end_lat,end_lon,length_km,start_polygon_id,end_polygon_id,start_polygon_name,end_polygon_name,country,date_time,vector_key,n_baseline,n_crisis,n_difference,clipped_z_score,percent_change
33.170013305044215,70.3861612705621,32.68247021464708,70.79360871430961,66.22041532684452,PAK.3.1_1,PAK.5.1_1,F.A.T.A.,Bannu,PK,2022-09-27,PAK.3.1_1_PAK.5.1_1,29.60591511845006,22.5,-7.10591511845006,NA,-24.001673618329527
31.20990508517427,72.62371843417888,30.02247828538287,70.54930191944253,238.40230796932568,PAK.7.3_1,PAK.7.2_1,Faisalabad,Dera Ghazi Khan,PK,2022-09-27,PAK.7.3_1_PAK.7.2_1,43.5,38.5,-5,NA,-11.494252873563218
33.6692247086546,73.06666567556829,28.848917939976857,71.63772667830045,552.9152675013404,PAK.4.1_1,PAK.7.1_1,Islamabad,Bahawalpur,PK,2022-09-27,PAK.4.1_1_PAK.7.1_1,22.416666666666664,17.5,-4.916666666666666,NA,-21.933085501858734
33.6692247086546,73.06666567556829,32.33316289585532,74.07475121428519,175.8061543164049,PAK.4.1_1,PAK.7.4_1,Islamabad,Gujranwala,PK,2022-09-27,PAK.4.1_1_PAK.7.4_1,237.33333333333331,189.5,-47.83333333333332,NA,-20.15449438202247
27.895334562554417,68.34847452964398,25.32310038372032,68.0513634220865,287.54058586523627,PAK.8.3_1,PAK.8.1_1,Larkana,Hyderabad,PK,2022-09-27,PAK.8.3_1_PAK.8.1_1,60.83333333333333,33,-27.833333333333332,NA,-45.75342465753425
27.03982980235053,69.0210887094943,27.895334562554417,68.34847452964398,115.98645116923204,PAK.8.6_1,PAK.8.3_1,Sukkur,Larkana,PK,2022-09-27,PAK.8.6_1_PAK.8.3_1,366.18936782876006,438.5,72.31063217123992,NA,19.746786369028143
25.078783448780808,67.18591128987336,27.895334562554417,68.34847452964398,333.8684571334364,PAK.8.2_1,PAK.8.3_1,Karachi,Larkana,PK,2022-09-27,PAK.8.2_1_PAK.8.3_1,44.666666666666664,22.5,-22.166666666666664,NA,-49.62686567164179
25.222414194595153,69.82002142729421,27.03982980235053,69.0210887094943,217.2549554078855,PAK.8.4_1,PAK.8.6_1,Mirpur Khas,Sukkur,PK,2022-09-27,PAK.8.4_1_PAK.8.6_1,60.25,48,-12.250000000000004,NA,-20.331950207468886
33.32403865221535,71.2456287788584,33.19520491602086,72.72306554874687,138.11681969982862,PAK.5.5_1,PAK.7.7_1,Kohat,Rawalpindi,PK,2022-09-27,PAK.5.5_1_PAK.7.7_1,30.416666666666668,23.5,-6.916666666666668,NA,-22.739726027397264
33.6692247086546,73.06666567556829,30.02247828538287,70.54930191944253,470.02910481709216,PAK.4.1_1,PAK.7.2_1,Islamabad,Dera Ghazi Khan,PK,2022-09-27,PAK.4.1_1_PAK.7.2_1,14.583333333333332,16,1.416666666666667,NA,9.714285714285717
33.6692247086546,73.06666567556829,35.69241137190094,72.24693033592979,237.1239927920632,PAK.4.1_1,PAK.5.6_1,Islamabad,Malakand,PK,2022-09-27,PAK.4.1_1_PAK.5.6_1,58.666666666666664,37.5,-21.166666666666664,NA,-36.07954545454545
25.078783448780808,67.18591128987336,27.03982980235053,69.0210887094943,284.8662858618998,PAK.8.2_1,PAK.8.6_1,Karachi,Sukkur,PK,2022-09-27,PAK.8.2_1_PAK.8.6_1,189.83333333333331,159.5,-30.33333333333333,NA,-15.978928884986829
29.377445454266713,64.30346882797684,30.87994725044581,68.96663058059505,478.52444604174,PAK.2.4_1,PAK.2.6_1,Quetta,Zhob,PK,2022-09-27,PAK.2.4_1_PAK.2.6_1,37.83333333333333,41,3.166666666666668,NA,8.37004405286344
30.125238653918725,72.23541496058307,31.212249025737595,73.94344561103003,203.20911517069297,PAK.7.6_1,PAK.7.5_1,Multan,Lahore,PK,2022-09-27,PAK.7.6_1_PAK.7.5_1,905.5,652.5,-253,NA,-27.940364439536168
31.212249025737595,73.94344561103003,34.841214265020795,73.22436616623538,409.04966903663234,PAK.7.5_1,PAK.5.4_1,Lahore,Hazara,PK,2022-09-27,PAK.7.5_1_PAK.5.4_1,44.916666666666664,22.5,-22.416666666666664,NA,-49.90723562152134
